year,score,votes,budget,gross,runtime,PG,PG-13,R,Action,Adventure,Comedy,Crime,Drama,Horror
1988,5.5,1600.0,20000000.0,159969.0,96.0,0,0,1,1,0,0,0,0,0
1988,5.7,24000.0,15000000.0,21630088.0,110.0,1,0,0,0,0,1,0,0,0
1988,5.5,2600.0,20000000.0,6264058.0,90.0,0,0,1,0,0,1,0,0,0
1988,6.0,17000.0,20000000.0,20324096.0,97.0,0,0,1,1,0,0,0,0,0
1988,6.4,13000.0,20000000.0,40150487.0,97.0,1,0,0,0,0,1,0,0,0
1988,6.2,11000.0,7000000.0,5344577.0,113.0,0,0,1,0,0,0,0,1,0
1988,5.9,14000.0,20000000.0,18875011.0,97.0,0,0,1,0,0,0,0,1,0
1988,8.2,29000.0,20000000.0,19739822.5,142.0,0,0,1,0,0,1,0,0,0
1988,6.1,3500.0,12000000.0,15855828.0,91.0,0,0,1,0,0,0,0,1,0
1988,6.5,14000.0,3000000.0,7282851.0,97.0,0,0,1,1,0,0,0,0,0
1988,5.4,10000.0,7000000.0,20256975.0,96.0,0,0,1,1,0,0,0,0,0
1988,5.7,7600.0,25000000.0,16118077.0,107.0,0,0,1,0,0,0,0,1,0
1988,6.8,12000.0,15000000.0,29300090.0,110.0,0,0,1,1,0,0,0,0,0
1988,7.3,9100.0,8000000.0,161004.0,111.0,0,0,1,0,1,0,0,0,0
1988,6.3,15000.0,16000000.0,32155047.0,91.0,0,0,1,1,0,0,0,0,0
1988,6.3,5800.0,19000000.0,25816139.0,127.0,0,0,1,0,0,0,1,0,0
1988,7.0,9800.0,3700000.0,1145404.0,87.0,0,0,1,1,0,0,0,0,0
1988,5.9,3600.0,20000000.0,540000.0,102.0,0,0,1,0,0,1,0,0,0
1988,5.1,8800.0,20000000.0,15122324.0,86.0,1,0,0,0,1,0,0,0,0
1988,5.9,4500.0,20000000.0,17514553.0,90.0,0,1,0,0,0,1,0,0,0
1988,6.2,4200.0,6000000.0,960040.0,102.0,1,0,0,0,0,0,1,0,0
1988,5.8,3100.0,20000000.0,401421.0,94.0,0,0,1,0,0,1,0,0,0
1988,5.5,14000.0,4500000.0,3813293.0,86.0,0,1,0,0,0,1,0,0,0
1988,6.0,7200.0,5000000.0,3588626.0,86.0,0,0,1,1,0,0,0,0,0
1988,7.3,13000.0,4000000.0,3468572.0,110.0,0,0,1,0,0,0,0,1,0
1988,4.9,3400.0,20000000.0,8253123.0,92.0,0,1,0,0,0,1,0,0,0
1988,7.7,17000.0,20000000.0,31753898.0,96.0,1,0,0,0,1,0,0,0,0
1988,6.9,6000.0,22000000.0,13825794.0,117.0,0,0,1,0,0,1,0,0,0
1988,5.7,4400.0,20000000.0,2567099.0,93.0,1,0,0,0,0,1,0,0,0
1988,5.9,9300.0,20000000.0,13664060.0,98.0,1,0,0,0,0,1,0,0,0
1988,5.1,1700.0,14000000.0,6640346.0,105.0,0,1,0,0,0,0,0,1,0
1988,6.5,8300.0,20000000.0,3966256.0,105.0,0,0,1,0,0,0,0,1,0
1988,5.0,3800.0,20000000.0,12277096.0,97.0,0,0,1,0,0,1,0,0,0
1988,5.9,3000.0,1000000.0,19739822.5,97.0,0,0,1,0,0,0,1,0,0
1988,6.7,4200.0,20000000.0,7467504.0,98.0,0,1,0,0,0,0,0,1,0
1988,5.2,8500.0,20000000.0,11536599.0,91.0,1,0,0,0,0,1,0,0,0
1988,5.9,8200.0,15000000.0,21042667.0,128.0,0,0,1,0,0,1,0,0,0
1988,6.6,2400.0,20000000.0,13687027.0,99.0,1,0,0,0,1,0,0,0,0
1988,6.2,5300.0,20000000.0,10815378.0,89.0,0,0,1,0,0,1,0,0,0
1988,4.3,1800.0,20000000.0,717376.0,100.0,0,0,1,0,0,1,0,0,0
1988,7.4,4800.0,20000000.0,1192322.0,108.0,1,0,0,0,0,1,0,0,0
1988,6.0,5100.0,15000000.0,1733070.0,98.0,1,0,0,0,0,0,0,1,0
1988,7.7,6800.0,20000000.0,4870903.0,120.0,0,0,1,0,0,1,0,0,0
1988,5.7,3900.0,18000000.0,1883811.0,99.0,1,0,0,0,1,0,0,0,0
1988,4.9,6000.0,20000000.0,6193901.0,103.0,0,0,1,1,0,0,0,0,0
1988,5.2,8400.0,16000000.0,4192440.0,105.0,0,0,1,1,0,0,0,0,0
1988,7.2,8300.0,20000000.0,424773.0,118.0,0,0,1,0,0,1,0,0,0
1988,5.4,4000.0,20000000.0,940173.0,91.0,0,0,1,1,0,0,0,0,0
1988,6.6,1800.0,3000000.0,187349.0,99.0,1,0,0,0,0,0,0,1,0
1988,5.0,1700.0,20000000.0,6337299.0,102.0,0,0,1,0,0,0,0,0,1
1988,4.9,2200.0,210000.0,19739822.5,81.0,0,0,1,0,0,1,0,0,0
1988,5.8,497.0,20000000.0,7721852.0,104.0,0,1,0,0,0,1,0,0,0
1988,5.8,3600.0,7000000.0,5979011.0,95.0,0,0,1,0,0,0,0,1,0
1988,4.6,6100.0,20000000.0,14681192.0,113.0,1,0,0,0,0,1,0,0,0
1988,5.5,2600.0,20000000.0,3074681.0,91.0,0,0,1,1,0,0,0,0,0
1988,5.7,994.0,12000000.0,3965604.0,105.0,0,1,0,0,0,1,0,0,0
1988,7.3,3100.0,20000000.0,2319801.0,105.0,0,1,0,0,0,0,0,1,0
1988,5.8,4800.0,19000000.0,11005304.0,97.0,0,0,1,0,0,1,0,0,0
1988,7.0,9800.0,20000000.0,8539181.0,107.0,1,0,0,0,0,1,0,0,0
1988,5.6,3600.0,4000000.0,9797098.0,80.0,0,0,1,0,0,0,0,0,1
1988,7.3,13000.0,10000000.0,1562749.0,81.0,1,0,0,0,0,0,0,1,0
1988,6.7,5500.0,20000000.0,241278.0,92.0,0,1,0,0,0,0,0,1,0
1988,5.7,3900.0,16000000.0,4594452.0,102.0,0,0,1,0,0,0,1,0,0
1988,6.4,4800.0,3000000.0,1984315.0,110.0,0,0,1,0,0,0,1,0,0
1988,5.4,2300.0,6000000.0,40397.0,91.0,0,1,0,0,0,0,0,0,1
1988,6.2,3800.0,4000000.0,1791328.0,93.0,0,0,1,0,0,0,1,0,0
1988,5.4,1200.0,20000000.0,19739822.5,93.0,0,0,1,0,0,0,0,1,0
1988,5.9,3500.0,18000000.0,9129999.0,105.0,1,0,0,0,0,1,0,0,0
1988,5.7,1300.0,20000000.0,188964.0,108.0,0,0,1,1,0,0,0,0,0
1988,6.7,5700.0,20000000.0,8674093.0,124.0,0,0,1,0,0,0,0,1,0
1988,6.9,3900.0,4000000.0,16262415.0,97.0,1,0,0,0,0,1,0,0,0
1988,7.0,3400.0,20000000.0,3527886.0,100.0,1,0,0,0,0,1,0,0,0
1988,5.5,997.0,20000000.0,2432536.0,108.0,0,0,1,0,0,0,1,0,0
1988,4.4,3100.0,20000000.0,6436211.0,83.0,1,0,0,0,0,1,0,0,0
1988,6.0,3000.0,6000000.0,10068039.0,97.0,0,0,1,1,0,0,0,0,0
1988,5.1,4900.0,20000000.0,2955917.0,92.0,0,0,1,0,0,1,0,0,0
1988,6.8,1200.0,20000000.0,1451857.0,104.0,0,1,0,0,0,0,0,1,0
1988,6.2,3000.0,22000000.0,12638294.0,127.0,0,0,1,0,0,0,0,1,0
1988,5.7,1200.0,13000000.0,5509417.0,97.0,0,1,0,0,0,1,0,0,0
1988,6.7,2100.0,20000000.0,303624.0,100.0,0,0,1,0,0,0,0,1,0
1988,5.4,688.0,20000000.0,344375.0,81.0,0,1,0,0,0,1,0,0,0
1988,3.8,4700.0,20000000.0,10497324.0,105.0,1,0,0,1,0,0,0,0,0
1988,5.4,1500.0,6000000.0,1869148.0,101.0,0,0,1,0,0,0,0,1,0
1988,5.8,2200.0,6000000.0,657446.0,99.0,0,0,1,0,0,0,0,1,0
1988,6.6,1900.0,20000000.0,1560700.0,118.0,1,0,0,0,0,0,0,1,0
1988,5.7,3800.0,20000000.0,9974446.0,117.0,0,0,1,0,0,0,1,0,0
1988,7.3,998.0,20000000.0,19739822.5,95.0,0,1,0,0,0,0,0,1,0
1988,5.4,1600.0,20000000.0,1348771.0,97.0,0,0,1,0,0,0,0,1,0
1988,5.4,613.0,20000000.0,747013.0,119.0,0,0,1,0,0,0,0,1,0
1988,6.4,1900.0,8000000.0,1893139.0,91.0,0,1,0,0,0,0,0,1,0
1988,5.3,3500.0,20000000.0,5301200.0,96.0,0,0,1,1,0,0,0,0,0
1988,4.2,949.0,13000000.0,259019.0,102.0,1,0,0,0,0,1,0,0,0
1988,5.9,2000.0,5000000.0,429028.0,90.0,0,0,1,0,0,0,0,1,0
1988,7.4,3900.0,20000000.0,771745.0,84.0,0,1,0,0,0,0,0,1,0
1988,5.6,10000.0,6000000.0,28202109.0,95.0,1,0,0,0,0,1,0,0,0
1988,5.4,3000.0,20000000.0,3838793.0,82.0,0,1,0,0,0,1,0,0,0
1988,6.0,5500.0,20000000.0,11444204.0,103.0,0,1,0,0,0,1,0,0,0
1988,6.2,2700.0,12000000.0,7242035.0,102.0,0,0,1,1,0,0,0,0,0
1988,5.7,3900.0,3000000.0,343786.0,93.0,0,0,1,0,0,1,0,0,0
1988,7.0,3700.0,4000000.0,1267578.0,124.0,0,0,1,0,0,0,0,1,0
1988,5.7,1500.0,14000000.0,4764606.0,103.0,0,0,1,0,0,0,0,1,0
1989,8.2,707000.0,48000000.0,474171806.0,127.0,0,1,0,1,0,0,0,0,0
1989,6.6,66000.0,17000000.0,30050028.0,114.0,0,0,1,1,0,0,0,0,0
1989,7.5,346000.0,35000000.0,411508343.0,126.0,0,1,0,1,0,0,0,0,0
1989,7.0,123000.0,10000000.0,40508994.0,90.0,1,0,0,0,1,0,0,0,0
1989,7.5,111000.0,20000000.0,84431625.0,107.0,1,0,0,0,0,0,0,1,0
1989,8.1,442000.0,16400000.0,235860116.0,128.0,1,0,0,0,0,1,0,0,0
1989,7.5,167000.0,70000000.0,90000098.0,140.0,0,1,0,0,1,0,0,0,0
1989,7.8,494000.0,40000000.0,332500002.0,108.0,1,0,0,0,1,0,0,0,0
1989,8.0,94000.0,6500000.0,37295445.0,120.0,0,0,1,0,0,1,0,0,0
1989,6.4,146000.0,18000000.0,222724172.0,93.0,1,0,0,0,1,0,0,0,0
1989,6.2,66000.0,13000000.0,71079915.0,97.0,1,0,0,0,0,1,0,0,0
1989,6.4,51000.0,20000000.0,30218387.0,97.0,0,1,0,0,1,0,0,0,0
1989,5.3,56000.0,20000000.0,38956288.0,112.0,1,0,0,1,0,0,0,0,0
1989,7.2,52000.0,1200000.0,24741667.0,100.0,0,0,1,0,0,0,0,1,0
1989,7.6,201000.0,16000000.0,93232006.0,95.0,0,0,1,0,0,1,0,0,0
1989,7.2,64000.0,11000000.0,49797148.0,107.0,0,0,1,0,0,1,0,0,0
1989,7.3,50000.0,15000000.0,96759512.0,117.0,1,0,0,0,0,1,0,0,0
1989,7.0,88000.0,15000000.0,79258538.0,100.0,1,0,0,0,0,1,0,0,0
1989,6.6,187000.0,37000000.0,215394738.0,108.0,1,0,0,1,0,0,0,0,0
1989,6.4,98000.0,55000000.0,63408614.0,104.0,0,0,1,1,0,0,0,0,0
1989,7.0,46000.0,20000000.0,126297830.0,124.0,0,1,0,0,0,1,0,0,0
1989,7.2,166000.0,28000000.0,227853986.0,114.0,0,0,1,1,0,0,0,0,0
1989,7.6,164000.0,27000000.0,73594646.0,97.0,0,1,0,0,0,1,0,0,0
1989,6.9,71000.0,18000000.0,49101993.0,102.0,1,0,0,0,0,1,0,0,0
1989,7.3,85000.0,20000000.0,21515196.0,100.0,0,1,0,0,0,1,0,0,0
1989,6.6,97000.0,32000000.0,156167015.0,133.0,0,1,0,1,0,0,0,0,0
1989,7.2,7400.0,20000000.0,6056912.0,108.0,0,0,1,0,0,1,0,0,0
1989,6.1,21000.0,30000000.0,60864870.0,116.0,0,0,1,0,0,1,0,0,0
1989,6.4,39000.0,24000000.0,22099847.0,109.0,0,0,1,1,0,0,0,0,0
1989,6.2,16000.0,7000000.0,9094451.0,103.0,0,0,1,1,0,0,0,0,0
1989,6.9,50000.0,18000000.0,46908987.0,103.0,0,0,1,0,0,1,0,0,0
1989,7.1,42000.0,22500000.0,18671317.0,113.0,0,0,1,1,0,0,0,0,0
1989,6.4,9100.0,18000000.0,10647219.0,108.0,0,0,1,1,0,0,0,0,0
1989,6.8,50000.0,26000000.0,160188546.0,116.0,0,0,1,0,0,1,0,0,0
1989,4.6,12000.0,20000000.0,11060485.0,105.0,0,0,1,0,0,0,0,1,0
1989,6.1,12000.0,20000000.0,793775.0,100.0,1,0,0,0,1,0,0,0,0
1989,6.1,14000.0,6000000.0,14278900.0,100.0,1,0,0,0,1,0,0,0,0
1989,7.0,27000.0,5000000.0,6157157.0,97.0,0,1,0,0,0,1,0,0,0
1989,5.9,78000.0,7500000.0,296999813.0,93.0,0,1,0,0,0,1,0,0,0
1989,5.5,57000.0,27800000.0,52210049.0,107.0,1,0,0,1,0,0,0,0,0
1989,5.1,30000.0,500000.0,10166459.0,86.0,0,0,1,1,0,0,0,0,0
1989,6.4,29000.0,31000000.0,74134790.0,122.0,1,0,0,0,0,0,0,1,0
1989,5.8,19000.0,25000000.0,15704614.0,98.0,0,0,1,0,1,0,0,0,0
1989,6.4,13000.0,5000000.0,1700000.0,97.0,0,1,0,1,0,0,0,0,0
1989,6.8,38000.0,10400000.0,7825009.0,96.0,0,0,1,0,0,0,0,0,1
1989,6.5,52000.0,1500000.0,14697005.0,97.0,0,0,1,1,0,0,0,0,0
1989,6.6,51000.0,30000000.0,134212055.0,125.0,0,0,1,1,0,0,0,0,0
1989,5.8,9600.0,18000000.0,8508843.0,105.0,1,0,0,0,1,0,0,0,0
1989,7.4,102000.0,7500000.0,145793296.0,99.0,1,0,0,0,0,0,0,1,0
1989,7.3,34000.0,2500000.0,4729352.0,101.0,0,0,1,0,0,0,1,0,0
1989,5.8,6500.0,20000000.0,5552441.0,114.0,0,1,0,0,0,1,0,0,0
1989,5.1,36000.0,5000000.0,11642254.0,96.0,0,0,1,0,0,0,0,0,1
1989,5.4,11000.0,8000000.0,8143225.0,99.0,0,0,1,1,0,0,0,0,0
1989,6.8,39000.0,19000000.0,110879513.0,113.0,0,0,1,0,0,0,1,0,0
1989,6.1,4200.0,9000000.0,19674852.0,101.0,0,0,1,0,0,1,0,0,0
1989,6.0,32000.0,17000000.0,78247647.0,101.0,0,1,0,1,0,0,0,0,0
1989,7.4,19000.0,10000000.0,31906454.0,108.0,0,1,0,0,0,0,0,1,0
1989,7.5,29000.0,9000000.0,10161099.0,137.0,0,1,0,1,0,0,0,0,0
1989,5.4,4100.0,20000000.0,12065892.0,90.0,1,0,0,0,0,1,0,0,0
1989,4.6,35000.0,5000000.0,14343976.0,100.0,0,0,1,0,1,0,0,0,0
1989,6.1,8600.0,20000000.0,27843.0,90.0,0,1,0,0,0,1,0,0,0
1989,7.0,13000.0,33000000.0,1132112.0,137.0,0,0,1,0,0,0,0,1,0
1989,6.5,4800.0,7000000.0,8800000.0,106.0,0,0,1,0,0,0,0,1,0
1989,6.9,22000.0,13000000.0,18428904.0,114.0,0,0,1,0,0,1,0,0,0
1989,5.5,15000.0,5000000.0,16554699.0,109.0,0,0,1,0,0,1,0,0,0
1989,5.8,9700.0,12000000.0,15942628.0,108.0,0,0,1,1,0,0,0,0,0
1989,5.1,22000.0,20000000.0,38903179.0,105.0,0,0,1,0,0,0,0,1,0
1989,5.6,17000.0,20000000.0,15351421.0,99.0,0,1,0,0,0,1,0,0,0
1989,7.6,26000.0,2800000.0,1544973.0,110.0,0,0,1,0,0,1,0,0,0
1989,6.2,1400.0,11987578.0,444055.0,113.0,0,0,1,1,0,0,0,0,0
1989,6.3,7400.0,10000000.0,2777280.0,105.0,0,1,0,1,0,0,0,0,0
1989,6.1,20000.0,8000000.0,39450960.0,95.0,1,0,0,0,0,1,0,0,0
1989,6.2,13000.0,20000000.0,1932642.0,107.0,0,1,0,0,0,1,0,0,0
1989,7.9,56000.0,19000000.0,18254702.0,104.0,0,1,0,0,0,1,0,0,0
1989,6.5,6300.0,20000000.0,20047604.0,113.0,0,0,1,1,0,0,0,0,0
1989,6.8,5300.0,18000000.0,4973285.0,90.0,0,1,0,0,0,1,0,0,0
1989,6.1,7500.0,20000000.0,3960327.0,98.0,0,1,0,0,0,1,0,0,0
1989,6.3,4600.0,4000000.0,283694.0,94.0,0,0,1,1,0,0,0,0,0
1989,6.9,16000.0,20000000.0,6291444.0,98.0,1,0,0,0,0,1,0,0,0
1989,5.8,6100.0,20000000.0,5777099.0,108.0,0,1,0,0,0,0,0,1,0
1989,6.5,11000.0,16000000.0,16278590.0,108.0,1,0,0,0,0,1,0,0,0
1989,6.5,13000.0,15000000.0,28890240.0,113.0,0,1,0,0,0,1,0,0,0
1989,6.8,5900.0,20000000.0,1730005.0,102.0,0,0,1,0,0,0,0,1,0
1989,5.5,2900.0,5000000.0,3416846.0,97.0,0,0,1,1,0,0,0,0,0
1989,6.4,17000.0,15000000.0,10763469.0,124.0,1,0,0,0,0,1,0,0,0
1989,6.3,4300.0,13000000.0,22026369.0,113.0,0,1,0,0,0,1,0,0,0
1989,6.4,16000.0,10000000.0,2692037.0,86.0,0,0,1,1,0,0,0,0,0
1989,4.7,4400.0,4000000.0,192816.0,88.0,0,1,0,1,0,0,0,0,0
1989,5.6,6700.0,20000000.0,4611062.0,97.0,0,0,1,1,0,0,0,0,0
1989,6.1,22000.0,20000000.0,10555348.0,106.0,0,1,0,0,0,1,0,0,0
1989,6.1,9200.0,20000000.0,7237794.0,94.0,0,0,1,0,0,0,1,0,0
1989,5.9,15000.0,20000000.0,10982364.0,94.0,0,1,0,0,0,1,0,0,0
1989,6.0,5200.0,20000000.0,4557214.0,98.0,0,0,1,1,0,0,0,0,0
1989,4.4,29000.0,12000000.0,11567217.0,84.0,1,0,0,0,0,1,0,0,0
1989,5.8,6900.0,20000000.0,18699037.0,94.0,1,0,0,0,0,1,0,0,0
1989,6.5,6500.0,20000000.0,882290.0,90.0,0,0,1,1,0,0,0,0,0
1989,5.4,11000.0,19000000.0,12143484.0,122.0,0,1,0,1,0,0,0,0,0
1989,6.2,11000.0,15000000.0,40586886.0,96.0,0,1,0,1,0,0,0,0,0
1989,5.4,6000.0,10000000.0,1272977.0,85.0,1,0,0,1,0,0,0,0,0
1989,4.4,6000.0,8000000.0,16093651.0,93.0,0,1,0,1,0,0,0,0,0
1989,5.7,12000.0,20000000.0,12195695.0,110.0,0,0,1,0,0,0,1,0,0
1989,4.3,1800.0,2500000.0,19739822.5,90.0,0,1,0,0,0,1,0,0,0
1989,5.7,3700.0,1500000.0,1519796.0,93.0,0,0,1,0,0,0,0,0,1
1989,6.2,2800.0,20000000.0,536508.0,104.0,0,1,0,0,0,0,0,1,0
1989,6.2,4800.0,5000000.0,117463.0,100.0,0,1,0,0,0,1,0,0,0
1989,6.1,6800.0,3000000.0,870532.0,81.0,0,0,1,0,0,1,0,0,0
1989,6.3,5600.0,20000000.0,2049769.0,102.0,0,0,1,0,0,0,0,1,0
1989,6.3,4700.0,19000000.0,27503037.0,117.0,1,0,0,0,0,1,0,0,0
1989,4.5,3200.0,18000000.0,3077361.0,94.0,1,0,0,1,0,0,0,0,0
1989,6.9,5700.0,20000000.0,418053.0,90.0,0,0,1,0,0,1,0,0,0
1989,6.0,1700.0,20000000.0,4347648.0,95.0,0,1,0,0,0,0,0,1,0
1989,5.5,703.0,20000000.0,294266.0,92.0,0,0,1,0,0,1,0,0,0
1989,7.6,5400.0,3000000.0,4609953.0,96.0,0,0,1,0,0,0,0,1,0
1989,5.2,677.0,8000000.0,1097333.0,95.0,1,0,0,0,0,0,0,1,0
1989,6.5,1500.0,20000000.0,9114702.0,111.0,0,1,0,0,0,1,0,0,0
1989,7.0,5300.0,9000000.0,3766879.0,106.0,0,0,1,0,0,0,0,1,0
1989,5.5,3800.0,20000000.0,3953745.0,93.0,0,0,1,0,0,0,0,1,0
1989,4.8,2300.0,20000000.0,169203.0,94.0,0,1,0,0,0,1,0,0,0
1989,7.3,5000.0,75000.0,19739822.5,90.0,0,0,1,0,0,1,0,0,0
1989,6.7,4500.0,20000000.0,8742750.0,108.0,0,0,1,0,0,0,1,0,0
1989,5.0,3600.0,3000000.0,1738897.0,95.0,0,0,1,0,0,0,0,0,1
1989,6.2,4500.0,20000000.0,510712.0,92.0,0,0,1,0,0,1,0,0,0
1989,5.1,6200.0,2300000.0,792966.0,102.0,0,0,1,1,0,0,0,0,0
1989,6.1,3500.0,14500000.0,8125592.0,102.0,0,0,1,1,0,0,0,0,0
1989,7.4,7200.0,20000000.0,6263883.0,124.0,0,1,0,0,0,0,1,0,0
1989,6.1,3600.0,8500000.0,11604598.0,109.0,0,1,0,0,0,0,0,1,0
1989,5.4,3300.0,16000000.0,9015164.0,106.0,0,0,1,1,0,0,0,0,0
1989,6.9,716.0,11500000.0,2260616.0,98.0,0,1,0,0,0,0,0,1,0
1989,6.8,3500.0,20000000.0,938562.0,97.0,0,0,1,0,0,1,0,0,0
1989,5.3,1000.0,20000000.0,4299023.0,107.0,0,1,0,0,0,0,0,1,0
1989,6.0,2000.0,20000000.0,1852655.0,102.0,1,0,0,0,0,1,0,0,0
1989,6.1,1900.0,20000000.0,201468.0,95.0,0,0,1,0,0,0,0,1,0
1989,6.0,881.0,20000000.0,1247946.0,116.0,0,0,1,0,0,0,0,1,0
1989,7.5,6800.0,20000000.0,1601612.0,120.0,0,0,1,0,0,0,0,1,0
1989,4.8,490.0,20000000.0,2043889.0,98.0,0,0,1,1,0,0,0,0,0
1989,5.5,1700.0,3000000.0,76325.0,90.0,0,0,1,0,0,0,0,0,1
1989,6.3,2200.0,20000000.0,7723506.0,98.0,0,0,1,1,0,0,0,0,0
1989,5.7,917.0,20000000.0,463972.0,124.0,0,0,1,0,0,1,0,0,0
1989,5.0,201.0,5000000.0,19739822.5,95.0,0,0,1,1,0,0,0,0,0
1989,7.1,1500.0,20000000.0,19739822.5,104.0,0,0,0,0,0,1,0,0,0
1989,6.0,1200.0,20000000.0,2156471.0,103.0,0,0,1,0,0,1,0,0,0
1989,4.8,1600.0,20000000.0,858591.0,88.0,0,0,1,0,0,0,0,0,1
1989,6.3,2700.0,20000000.0,2420917.0,117.0,0,1,0,1,0,0,0,0,0
1989,5.8,849.0,20000000.0,4795009.0,119.0,0,1,0,0,0,0,0,1,0
1989,6.0,1500.0,14000000.0,5932613.0,95.0,0,1,0,0,0,0,0,1,0
1989,5.9,2700.0,18000000.0,3531971.0,120.0,0,0,1,0,0,0,0,1,0
1989,6.2,1300.0,20000000.0,2023282.0,110.0,0,1,0,0,0,0,0,1,0
1989,6.6,2100.0,9500000.0,7754571.0,119.0,0,0,1,0,0,1,0,0,0
1989,3.6,5000.0,20000000.0,902152.0,89.0,0,0,1,1,0,0,0,0,0
1989,5.1,1600.0,17000000.0,3560932.0,99.0,0,0,1,0,0,0,1,0,0
1989,5.8,1600.0,20000000.0,3690328.0,103.0,0,1,0,0,0,1,0,0,0
1989,5.2,1300.0,20000000.0,19739822.5,85.0,0,0,1,0,0,0,0,0,1
1989,4.8,1000.0,16000000.0,67878.0,93.0,1,0,0,0,1,0,0,0,0
1989,5.8,2100.0,10000000.0,1642239.0,86.0,0,1,0,0,0,1,0,0,0
1989,4.5,274.0,20000000.0,19739822.5,92.0,0,0,1,0,0,0,1,0,0
1989,5.8,1800.0,34000000.0,3574256.0,119.0,0,0,1,0,1,0,0,0,0
1989,5.9,1400.0,4000000.0,6985999.0,92.0,0,0,1,0,0,0,1,0,0
1989,7.6,6100.0,20000000.0,1417030.0,81.0,0,1,0,0,0,0,1,0,0
1989,6.8,2600.0,20000000.0,1776440.0,91.0,0,0,1,0,0,1,0,0,0
1989,6.4,659.0,20000000.0,960385.0,102.0,0,0,1,0,0,1,0,0,0
1989,4.8,1200.0,10000000.0,3169719.0,100.0,0,0,1,0,0,1,0,0,0
1989,5.4,1200.0,20000000.0,1869417.0,94.0,0,0,1,0,0,1,0,0,0
1989,5.5,1200.0,4000000.0,43671.0,93.0,1,0,0,0,0,1,0,0,0
1989,4.4,4300.0,20000000.0,363561.0,102.0,0,0,1,1,0,0,0,0,0
1989,4.3,1100.0,20000000.0,19739822.5,107.0,0,0,1,1,0,0,0,0,0
1989,6.2,761.0,20000000.0,4348025.0,91.0,0,0,1,0,0,1,0,0,0
1989,4.5,653.0,20000000.0,19739822.5,92.0,0,1,0,0,0,1,0,0,0
1989,3.1,666.0,20000000.0,129778.0,89.0,0,1,0,0,0,1,0,0,0
1989,4.9,710.0,20000000.0,337812.0,95.0,0,0,1,0,0,0,1,0,0
1989,6.9,1700.0,20000000.0,19739822.5,95.0,0,0,1,0,0,0,0,1,0
1989,5.8,877.0,20000000.0,574080.0,94.0,1,0,0,0,0,1,0,0,0
1989,6.0,696.0,20000000.0,1354268.0,104.0,0,0,1,0,0,1,0,0,0
1989,4.4,1300.0,20000000.0,5368865.0,83.0,1,0,0,0,0,1,0,0,0
1989,5.6,776.0,20000000.0,216373.0,92.0,1,0,0,0,0,1,0,0,0
1989,5.0,694.0,9000000.0,3473905.0,93.0,0,1,0,0,0,1,0,0,0
1989,6.1,1400.0,6000000.0,1877618.0,94.0,0,0,1,0,1,0,0,0,0
1989,5.5,353.0,20000000.0,862551.0,90.0,0,0,1,1,0,0,0,0,0
1990,7.6,370000.0,54000000.0,136861392.0,162.0,0,0,1,0,0,0,1,0,0
1990,7.5,310000.0,65000000.0,261317921.0,113.0,0,0,1,1,0,0,0,0,0
1990,7.0,299000.0,14000000.0,463406268.0,119.0,0,0,1,0,0,1,0,0,0
1990,7.6,501000.0,18000000.0,476684675.0,103.0,1,0,0,0,0,1,0,0,0
1990,7.1,203000.0,22000000.0,505703557.0,127.0,0,1,0,0,0,0,0,1,0
1990,8.0,247000.0,22000000.0,424208848.0,181.0,0,1,0,0,1,0,0,0,0
1990,7.1,126000.0,11000000.0,16667084.0,96.0,0,1,0,0,0,1,0,0,0
1990,7.1,344000.0,70000000.0,240031274.0,124.0,0,0,1,1,0,0,0,0,0
1990,7.8,191000.0,20000000.0,61276872.0,107.0,0,0,1,0,0,0,0,1,0
1990,6.2,140000.0,15000000.0,201957688.0,111.0,0,1,0,1,0,0,0,0,0
1990,5.6,22000.0,47000000.0,15691192.0,125.0,0,0,1,0,0,1,0,0,0
1990,6.8,88000.0,13500000.0,201965915.0,93.0,1,0,0,1,0,0,0,0,0
1990,7.9,456000.0,20000000.0,86024005.0,105.0,0,1,0,0,0,0,0,1,0
1990,7.6,186000.0,30000000.0,200512643.0,135.0,1,0,0,1,0,0,0,0,0
1990,6.1,59000.0,47000000.0,162738726.0,105.0,1,0,0,1,0,0,0,0,0
1990,6.0,9100.0,20000000.0,4960385.0,108.0,0,0,1,0,0,0,0,1,0
1990,7.2,86000.0,9500000.0,14561425.0,125.0,0,0,1,0,0,1,0,0,0
1990,6.3,151000.0,35000000.0,57120318.0,108.0,0,0,1,1,0,0,0,0,0
1990,5.8,83000.0,25000000.0,45681173.0,117.0,0,0,1,1,0,0,0,0,0
1990,6.9,46000.0,20000000.0,10360553.0,91.0,1,0,0,0,1,0,0,0,0
1990,7.5,101000.0,25000000.0,26118851.0,113.0,0,0,1,0,0,0,0,1,0
1990,7.4,416000.0,40000000.0,245077583.0,118.0,1,0,0,0,1,0,0,0,0
1990,6.4,60000.0,14000000.0,48878502.0,96.0,0,0,1,1,0,0,0,0,0
1990,6.4,11000.0,13000000.0,1293976.0,130.0,0,0,1,0,0,0,1,0,0
1990,6.5,57000.0,11000000.0,8266343.0,85.0,0,1,0,0,0,1,0,0,0
1990,6.4,65000.0,22000000.0,53208180.0,109.0,0,1,0,0,0,1,0,0,0
